"GSM1570043";"GSM1570044";"GSM1570045";"GSM1570046";"GSM1570047";"GSM1570048";"GSM1570049";"GSM1570050";"GSM1570051";"GSM1570052";"GSM1570053";"GSM1570054"
"LOC286149 /// MIR3150A /// MIR3150B";4.418877684;4.285840788;3.93718224;4.068895357;4.378550934;4.312990143;4.178806565;4.143418547;3.863576687;4.512623573;4.449391544;4.234046437
"LOC286161";7.528911524;7.452072642;7.402348925;7.474774798;7.50630561;7.782543266;7.336914636;7.311974751;7.624586947;7.716661593;7.611033697;7.381146784
"LOC286177";4.269505101;4.068706948;3.90974076;3.769349538;4.110899062;3.872842099;3.74022051;4.047170941;3.768298505;4.007918661;3.55191882;3.69457632
"LOC286178";4.78357952;4.886258803;4.649369179;4.698811868;4.664312283;4.521891903;4.553009665;4.672263773;4.650261564;4.736999346;4.472401185;4.665497281
"LOC286189";3.034145404;2.87167446;2.831163512;2.87167446;2.796853809;2.877699088;2.939389062;2.809954793;2.889147526;2.909706318;2.87167446;2.844130009
"LOC286190";3.506657799;3.749513404;3.613534395;3.53888159;3.402053752;3.638598483;3.416510199;3.73117185;3.481409264;3.544500571;3.523434956;3.407901945
"LOC286238";5.135382132;5.193435905;4.924043994;5.115372864;4.957950522;4.873505529;4.949817302;5.020752201;4.954343675;4.723348784;4.879660234;4.957950522
"LOC286272";4.612137972;4.745841777;4.767136122;4.51593815;4.619022769;4.781141654;4.703427319;4.77571035;4.840213221;4.754104551;4.681841678;4.781141654
"LOC286359";5.234150359;5.405015049;5.399603274;5.519221613;5.357310041;5.362625963;5.491026741;5.262236307;5.476293401;5.296351495;5.203456799;5.407595692
"LOC286367";5.002006797;5.066962722;5.157109318;5.575093442;5.603565622;5.440467234;5.499963133;5.343023755;6.00997919;5.23615471;5.111980384;5.381398461
"LOC286370";3.91204513;3.65927942;3.64640532;3.674738641;4.013261153;3.687077534;3.681437745;3.629120256;3.467472193;3.672168814;3.731848517;3.767009676
"LOC286382";3.776536354;3.709820922;3.577556002;3.578517352;3.666938001;3.559410864;3.55957584;3.595927253;3.560323271;3.650102713;3.658217173;3.590421724
"LOC286437";6.970087054;7.178866759;8.965509395;8.802214769;8.429679774;9.255322305;8.611470758;8.616380549;8.960716518;9.18519526;8.755208223;8.198408741
"LOC338620";6.322845083;6.684619321;6.132688112;6.410401373;6.186729025;7.031068634;6.127197164;6.5811097;6.307375919;6.645179112;6.409435682;5.748796552
"LOC338667";4.954700816;5.39838461;5.237770697;5.286335909;5.254140087;5.193111395;5.233949385;5.268687764;5.186420452;5.247063006;5.141846051;5.268687764
"LOC338694";4.433986749;4.399378988;4.26913215;4.491211355;4.510555108;4.429634482;4.426907307;4.442279729;4.579956957;4.51073641;4.259969245;4.29034055
"LOC338963";5.743550615;5.768085456;5.850382333;5.704427801;5.544446274;5.750741004;5.8122511;5.93899523;5.784562105;5.647698245;5.780140241;5.703233755
"LOC339166 /// WSCD1";5.618913528;5.567854894;5.509052896;5.631636527;5.732662034;5.748796552;5.649049953;5.344575128;5.498029122;5.862267548;5.338095421;5.672901843
"LOC339298";6.054509078;5.914825569;5.775607858;5.856239199;5.68497017;5.641116653;5.602243411;5.605348146;5.880559938;5.646608305;5.830745008;5.732619089
"LOC339468";3.786177789;3.664382749;3.562998779;3.642866009;3.473466185;3.53391373;3.450063788;3.628473242;3.550506649;3.488239451;3.610569214;3.536945937
"LOC339539";5.840163961;6.050765862;5.676932859;5.822663541;5.090933868;5.253127249;5.526911525;5.606647205;5.395227383;5.193131499;5.4435674;5.833673515
"LOC339568";3.522258101;3.685745945;3.653354093;3.847672234;3.919392946;3.677012162;3.718870157;3.58689474;3.606192692;3.639162384;3.697506975;3.69457632
"LOC339593";4.462423165;4.593216007;4.091074673;4.107539105;4.31802891;4.231678182;4.323982511;4.220810623;3.913667301;4.751824608;3.923171766;4.099386114
"LOC339622";3.177302659;3.213329119;3.240889027;3.175222578;3.195301364;3.167375684;3.127640808;3.313991586;3.12004763;3.129963574;3.149791161;3.079456002
"LOC339666";4.992636319;5.092412707;4.728811974;4.950864355;4.572715224;4.923570444;4.743107566;4.794190366;4.733680018;4.660305805;4.956035781;4.967076057
"LOC339685";5.142145747;5.360490487;5.218303249;5.211211097;5.165291168;5.292077424;5.267972306;5.23210391;5.351815473;5.298713308;5.245363556;5.108086638
"LOC339803";5.502177718;4.505502726;7.039226691;6.399033595;6.456248251;6.096728959;6.400790029;7.185110397;6.299439222;5.502177718;6.004317423;6.332821575
"LOC339807";4.744317035;4.853375837;4.728811974;4.779147547;4.526278922;4.508255056;4.772970067;4.869442202;4.538090122;4.622310978;4.523754886;4.778131688
"LOC339862";4.554781565;3.137063544;3.068713532;3.104427767;3.002782849;2.994542606;3.030740478;2.883122898;2.991125872;3.165996035;2.969088532;2.99795934
"LOC339874";6.299423779;6.350537831;6.397463658;6.326333874;6.555620372;6.365308461;6.721613393;6.396048714;6.348244111;6.392799465;6.5252417;6.314513162
"LOC339975";3.558112373;3.509495041;3.539363337;3.713547148;3.518123237;3.61506577;3.63985368;3.725896835;3.576083953;3.458554513;3.49082841;3.688149919
"LOC339978";4.048018882;3.806222894;3.853108377;3.905470551;4.059421525;4.044833682;4.00550149;3.911048248;3.917484984;4.044833682;3.932670967;3.884416517
"LOC339988";5.230258177;6.198443997;9.731137872;8.492366863;8.046619103;8.307251776;7.367378781;9.55561976;7.094406697;8.044022527;8.10460058;8.459926981
"LOC340017";3.153260357;3.302121765;3.003883087;3.021617448;3.173815185;3.051878248;2.943003764;2.990774147;2.990774147;3.053268494;2.905243538;3.044367868
"LOC340074";4.424222486;4.560644987;4.433063339;4.487648508;4.499467975;4.468172604;4.348430151;4.339819659;4.482208106;4.427066534;4.364390183;4.44446119
"LOC340085";5.244253324;5.586042619;5.572235554;5.702538192;5.658979134;5.988797617;5.952223894;5.66180616;5.62422575;5.933993644;5.974290451;5.509090332
"LOC340090";4.230534251;4.251293783;3.759293194;3.984886357;4.186177481;3.894937889;3.850308578;3.789699968;4.061124505;3.942001215;3.881822436;3.895525509
"LOC340107";7.521715609;7.893742228;7.989654026;8.159208477;7.884150007;8.046089904;8.26958727;7.948455066;8.018179739;7.915107842;8.327118644;7.964795921
"LOC340178";3.445118755;3.409765385;3.330050162;3.413543658;3.351089783;3.299258013;3.415936534;3.421954312;3.470933888;3.430611365;3.278481771;3.613176418
"LOC340184";3.160980579;3.458578083;3.867268182;3.104374722;3.633478871;4.291505976;3.489473346;3.542046941;3.484307228;4.019393021;3.90165148;3.512789953
"LOC340340";4.75291254;3.904882165;3.723502423;3.744890757;3.793364013;3.617356854;3.503958289;3.527707514;3.491911916;3.889864172;3.607992035;3.601623255
"LOC340357";5.03728404;5.029308112;4.927302112;5.212458807;4.745210086;5.062675244;5.144659626;4.881723757;4.911254987;4.777068613;5.098789552;5.155922448
"LOC340581";4.456519235;4.465045963;4.096057012;4.223315726;4.136541678;4.11483998;4.268351317;4.113220431;4.006831014;4.072187715;4.204003003;4.148704064
"LOC344887";3.795555813;3.721122527;3.629910558;3.736312886;3.627481368;3.418259904;3.571352594;3.502873914;3.575064484;3.662018205;3.619178636;3.613534395
"LOC349160 /// MIR490";3.384870701;3.169232003;3.102177181;3.283089854;3.261678488;3.288638176;3.011916714;3.151544429;3.147993191;3.208398095;3.098545668;3.240175879
"LOC374443";4.507039265;4.008568704;9.324035962;8.916229874;7.709282423;9.163744133;8.692409031;9.431918779;8.863500756;8.440274075;9.60003575;8.624709327
"LOC374890";5.282696127;5.455846998;5.264028412;5.299814285;5.335644175;5.156967424;5.424272933;5.380723303;5.352762333;5.430704344;5.374394251;5.145504083
"LOC375196";3.89436863;3.928862898;3.72847738;3.875512938;3.875069491;3.96870096;3.956790669;3.620162528;3.813376084;3.883689688;4.013773681;4.275559012
"LOC388210 /// LOC400499";5.645607933;5.737120872;5.968601922;5.959190813;7.775001449;7.025991885;6.388470635;6.455973748;7.271575022;7.817833675;5.819659548;6.062023863
"LOC388456";4.986637457;5.159022227;5.179914227;5.128446893;5.135600166;5.218126982;5.140535327;5.117977213;5.158159391;5.416307036;5.344822563;5.10134571
"LOC388692";6.347113412;6.15128077;7.021509316;7.130528175;7.046266379;7.44599798;7.208046091;6.944062118;7.145173124;7.935902852;7.513024048;6.772300558
"LOC388780";6.584567628;7.056884238;6.384458844;6.281752932;6.233767165;6.490140531;6.537339803;6.659579181;6.366066416;6.610353231;6.622893838;7.028738983
"LOC388882";5.084187137;4.92264653;4.60061761;5.096604737;5.055600189;4.901885466;4.975926592;4.882607133;4.82214755;4.898464377;4.712764974;4.804918476
"LOC388942";5.071601895;5.16457033;4.957249542;5.158602137;5.080214815;4.877495144;4.96676529;4.971525579;4.991298754;5.177833589;5.096284921;4.808554532
"LOC389199";5.002595304;5.486896298;5.076973872;5.283480362;5.073415039;5.12437005;5.067776783;5.021458208;4.996865744;5.184272096;4.910273481;5.079951095
"LOC389247";6.46282632;5.848070784;6.074686037;6.014881383;6.401477402;5.815068147;6.053652759;6.375241145;5.962415932;6.052996409;6.074866162;5.991077
"LOC389332";5.291319774;5.339057901;5.209440981;5.159371011;5.080794022;5.06497546;5.061095204;5.168395086;5.145958651;5.071997298;5.114664551;5.130832958
"LOC389641";8.188162236;8.41133413;7.279718607;8.100781689;7.179177925;7.355040952;7.186994873;7.375366293;7.78433526;6.816397823;7.365192825;7.419813038
"LOC389765";5.866010729;5.687674091;6.688363702;6.408686212;6.946858142;7.18111133;6.828512144;6.710581747;6.891020248;6.853953709;6.922113536;6.628573834
"LOC389831";5.897503408;5.55867888;5.296029296;4.545615015;4.871210829;4.639859379;5.034991531;5.15197817;4.921154144;5.399134798;5.09948545;4.994026118
"LOC389834";6.820392497;6.902084556;6.611476756;6.795247294;6.383961561;6.851258483;6.579293688;6.615131365;6.405153805;7.44359528;7.419609652;5.890152168
"LOC389834 /// MAFIP /// TEKT4P2";7.66737805;7.65999971;7.281812854;7.436120934;7.352128121;7.718095091;6.977912384;7.646183377;7.067600483;7.797374014;7.538607255;7.335109084
"LOC389895";4.331618391;3.889945665;3.887347893;3.762729674;3.663615861;3.791909437;3.948431297;3.842124759;3.708427821;3.943832576;3.762640983;3.83742219
"LOC389906";7.652098529;7.584120021;7.54922247;7.6611772;7.031380276;7.511423891;7.029410788;7.368263132;7.501273649;6.773350098;7.559684393;6.983659491
"LOC389906 /// LOC441528";7.442669345;7.419435563;7.028403841;7.341538311;6.466970906;7.031081402;6.925331298;6.947832311;7.1306833;6.571033561;7.223227395;6.794699414
"LOC390705";6.896217121;7.073194053;6.742012406;6.894609689;6.621384644;6.780653611;6.829142058;6.831778846;6.673677527;6.72291031;7.045984612;6.828675179
"LOC399491";11.6150132;11.66661294;12.07956885;12.11070881;11.74421894;12.29180504;12.17198051;12.06354887;12.16538663;11.97166182;12.51559787;11.99688818
"LOC399884";6.056089958;6.294546752;5.929544351;6.229825368;5.625214666;5.868757723;6.052246449;5.86444413;5.747333516;5.841970112;5.869984513;6.046842772
"LOC399900";4.401071838;4.182314901;7.867919578;7.325823946;8.962522658;7.786924427;8.748892674;7.521749123;8.102550387;8.573502289;7.737219507;8.671601728
"LOC400043";4.628034384;4.780441754;4.836956335;4.888294286;5.114682618;4.656098212;5.059822535;4.837523312;4.693692915;4.902501454;5.130217209;4.711521898
"LOC400541";8.38408033;8.163664418;8.097081878;8.029650462;7.002295222;7.479552069;7.781742235;8.150784148;7.650321617;6.909637783;8.335071245;7.800353509
"LOC400548";4.937075602;4.82513746;4.756412103;4.695383781;4.619773815;4.837586621;4.854214245;4.792435315;4.822432328;4.753994388;4.851667801;4.844901343
"LOC400568";4.857523875;5.12974598;4.817439985;4.916400857;4.896896161;5.142347183;5.149504705;4.778828608;4.981815991;4.925952733;5.205837735;4.916290682
"LOC400590";3.449494727;3.495339595;3.830314839;3.849416752;3.776320015;3.708079161;3.719000912;3.714486301;3.597858951;3.51695793;3.820250558;3.876367047
"LOC400620";5.343429378;5.238475596;4.933038406;5.097830207;5.189623686;5.225608416;5.352742825;5.478193305;5.228399164;5.304272829;5.144425911;5.068971696
"LOC400622";4.673738909;4.750687878;5.014535197;4.896243778;4.648546861;4.765919416;4.660844777;4.964766637;4.946341482;4.756879893;4.71290336;5.030145911
"LOC400654";3.000798593;2.924690139;2.908633947;2.872250714;3.094595287;2.832769458;2.940973142;2.993787384;2.940973142;2.940455112;2.835168238;2.952082575
"LOC400655";3.685532505;3.971056521;3.75862568;3.627098486;3.985973003;3.804600629;4.003172923;3.913780287;3.812470561;3.849481482;3.88440112;3.790964875
"LOC400684";6.457342554;5.852236626;5.194419061;5.427155695;5.391921699;5.446738235;5.544864365;5.267181366;5.465693841;5.127141833;5.480704778;5.269264366
"LOC400692";3.324482714;3.294872535;3.329593784;3.351583621;3.410358844;3.422703559;3.435414641;3.321924047;3.481653415;3.361077422;3.395351809;3.301164736
"LOC400748";4.029887391;4.049318312;4.078971442;3.971056521;3.830506157;3.90689607;4.111244789;3.96247938;3.984173875;4.084423124;3.942220884;3.712813121
"LOC400756";4.061800405;3.71628774;3.516657026;3.911276844;3.897646162;3.674754843;3.734504219;3.62051316;3.734463165;3.690301664;3.627962256;3.553345187
"LOC400768";4.332864116;4.298472424;4.005310633;3.869344419;4.021536745;3.99688549;4.021385418;4.012288709;3.905469432;4.133862622;4.037706278;3.888578127
"LOC400794";5.032568441;5.385522099;5.226136527;5.455220344;5.101594918;5.477510457;5.453720974;5.328333984;5.336255417;5.322806754;5.403633019;5.273807872
"LOC400891";3.621615304;3.558954036;3.489663862;3.461562575;3.396079099;3.417449097;3.370101275;3.368074346;3.740860929;3.554554145;3.527046052;3.409573685
"LOC400940";5.64795689;5.575300083;5.493780868;5.796592047;5.722065945;5.768169942;5.716842462;5.564274691;5.81231977;5.566566906;5.767971856;5.68663215
"LOC400958";4.078971442;4.012649151;3.935950873;4.386610568;4.503583911;4.248744666;4.358728304;4.607029683;4.615494124;4.124382735;4.408043505;4.275559012
"LOC400965";4.176747741;4.333406561;4.519323629;4.408360146;3.974864093;4.991038625;4.767511927;4.320155361;5.180423026;4.195349017;5.059561932;4.344979058
"LOC401052";5.198729309;4.874668079;4.00266667;3.929932976;4.775889463;4.187303577;3.971243377;4.042147375;4.197713235;4.764750219;3.850438589;4.10149508
"LOC401068";3.780195746;3.807643626;3.84773219;4.125449714;3.924538796;4.021213599;3.704633548;4.521466052;4.19662918;3.872875434;3.929653345;3.750515983
"LOC401098";4.143788975;4.229499113;3.97598572;3.917637832;4.144838501;4.116562023;4.189304484;4.095195286;4.198429495;4.239670374;4.184839572;4.049781802
"LOC401134";4.140853227;4.381778603;4.037456038;4.089614836;4.020475339;4.111720717;4.14240982;4.183620337;4.136617587;4.256549706;4.190273742;4.011686034
"LOC401176";4.176754017;4.202394502;4.122537923;4.202886857;4.064339918;4.078971442;4.162622603;4.060358817;4.345861007;4.236031623;4.283809155;4.229031852
"LOC401220";3.534145415;3.593627082;3.674860721;3.691335068;3.529411136;4.112895107;3.866269284;3.71303692;3.55083355;3.864753299;3.963383103;3.649655832
"LOC401312";5.471528545;5.473614851;5.377642807;6.041212067;6.486958688;5.560797675;5.812955814;5.951376088;6.236741682;5.709193799;5.761759927;5.785581859
"LOC401320";7.518803407;7.290526712;8.794216602;8.967131619;8.524789879;8.739608812;9.462773814;8.493965341;8.921575787;8.611181554;9.111522836;8.997742017
"LOC401324";3.329018852;3.341166847;3.16847627;3.368710903;3.338408946;3.401176145;3.30577883;3.236667653;3.221740216;3.334929734;3.348177684;3.318480574
"LOC401442";3.892110428;4.093925919;3.985912874;4.051849657;3.924421906;4.137039676;4.02047174;3.871437022;3.964363832;4.026537215;4.057324127;4.103878322
"LOC401463";6.623527744;6.82136771;6.383120105;6.401699349;6.170749309;6.208516557;6.357968211;6.451946235;6.313093735;6.080967873;6.503444503;6.414640509
"LOC401913";4.850310138;4.724895599;4.60788625;4.859247625;4.695835873;5.012989181;4.735621679;4.703045717;4.765847396;4.785691901;4.957857386;4.746812793
"LOC402160";5.473386718;5.626867216;5.352993688;5.319692877;5.203354147;5.438181757;5.423735274;5.251157971;5.384932032;5.280675581;5.361551877;5.248007123
"LOC403323";6.880330844;6.959471306;6.324332571;6.079863064;5.606823399;5.814026341;6.110038658;6.340436522;6.080946981;6.195877122;6.095827377;6.258758259
"LOC403323 /// RP11-791G15.1";6.122462177;6.045454992;5.732925463;5.951376088;6.14701872;6.230316864;5.809246339;5.970920601;6.350564788;6.024468745;6.365710901;5.943384138
"LOC414300";3.447511852;3.417450151;3.292518655;3.213477502;3.28865309;3.284500284;3.287860751;3.138367313;3.354746997;3.259906135;3.138367313;3.14279764
"LOC439911";6.865491573;7.175300532;7.785764739;7.997498202;9.569293298;8.4732452;8.512398618;8.164228131;8.861319265;9.305048123;7.714049364;8.744111916
"LOC439933";7.063414787;6.827025817;9.206029217;8.731911513;7.749508556;8.244710305;8.119074804;9.270519765;8.009643417;8.017017434;8.789537621;8.766769477
"LOC439938";5.084187137;4.160627033;4.043090241;4.110639025;5.080794022;4.151731251;4.228101481;4.220245311;4.275266456;4.387134375;4.093721968;4.195349017
"LOC439951";5.084187137;4.845766438;4.763644073;4.773117677;4.833433085;4.823073569;4.902574843;4.788891914;4.829992201;4.831826987;4.753926019;4.752114366
"LOC439994 /// LOC642361";6.826191197;6.525954788;7.27077138;6.784035891;6.834617081;6.585734447;7.086324335;7.456587998;6.974527019;6.486762602;6.863493692;7.292990404
"LOC440028";5.910148998;5.928299961;5.683324229;5.690276412;5.490164588;5.536470163;5.786769688;5.681952758;5.673066904;5.435909308;5.696637915;5.720420951
"LOC440117";4.253083996;4.10558633;3.859468723;4.08013908;3.778415266;3.777124028;3.986234942;3.806799014;3.807974486;3.751831099;3.76457196;3.671658786
"LOC440149";4.468156748;4.378635858;5.572855126;5.266833628;5.443044947;5.661131516;5.717529305;4.94856199;5.273342657;5.174556863;5.27131201;6.200053808
"LOC440173";4.653305518;4.832879997;4.547213784;4.995705575;5.016747468;4.825335906;4.796292042;4.687480367;4.76728405;4.9379672;4.959973179;4.65051477
"LOC440330";6.685183743;6.876641448;6.698648555;6.70012723;6.593363339;6.751355398;6.709405404;6.629326815;6.661127552;6.559355459;6.749709661;6.673814637
"LOC440346";3.840075082;3.664640795;4.098023012;4.002211977;4.642464007;4.669120646;4.124967222;4.155280088;4.036633645;4.591863003;4.809146206;3.869082316
"LOC440354 /// SMG1P5";7.104555596;6.457206455;7.080217447;7.573069852;6.82132593;7.666595475;7.648927115;6.988293118;7.50497463;6.454406927;8.032379043;7.340077198
